gid,payer_of_couriers,payer_weak,courier_candidate,beneficiary,in_cycle,layering,split_in,dates_ok,pay_seeds,pay_seeds_kzt,L,sameday,chain,split,flags_evidence
100000003888271100,False,True,False,False,True,False,False,True,1,18680,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000007507343100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008002020100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000001872484100,False,True,False,False,True,False,False,True,1,475400,0.0,0,0,1,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000008769636100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004135268100,False,True,False,False,True,True,False,True,1,150000,0.0,0,2,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 3 узлов
100000005316708100,False,True,False,False,False,False,False,False,1,30000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток
100000008671929100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005287097100,True,False,False,False,True,False,False,True,2,451300,0.0,0,0,1,переводит 2 известным курьерам 451 тыс. ₸ — признаки выплат курьерам; стоит в замкнутом маршруте ≤ 6 шагов
100000007283257100,False,False,False,False,False,False,True,False,0,0,0.0,0,0,2,дробление: 2 раз получал несколько переводов от одного плательщика за день
100000004847758100,False,True,False,False,True,False,False,True,1,56000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000008737422100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008555918100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008094734100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006952718100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005339662100,False,True,False,False,True,False,False,True,1,28100,0.0,0,0,1,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000001716579100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002774456100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004394765100,True,False,False,False,False,False,True,True,2,82500,0.0,0,0,2,переводит 2 известным курьерам 82 тыс. ₸ — признаки выплат курьерам; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000004004621100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000907277100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003835149100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000004254434100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000003635170100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000006687202100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006030946100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002615479100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002952631100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002890167100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008687671100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000810551100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008724279100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002592567100,False,True,True,False,False,False,False,True,1,40000,0.82,0,0,0,"переводит известному курьеру и получает деньги курьеров — возвратный поток; платит в те же точки сбора, что известные курьеры (82% исходящих) — кандидат в курьеры"
100000002670860100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002844897100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007938486100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008438656100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008304139100,True,False,False,False,True,False,False,True,2,598000,0.0,0,0,0,переводит 2 известным курьерам 598 тыс. ₸ — признаки выплат курьерам; стоит в замкнутом маршруте ≤ 6 шагов
100000002597003100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002830055100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004299488100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,4,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 4 раз получал несколько переводов от одного плательщика за день
100000002809568100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004784224100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000003123296100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000004130144100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001253557100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008767925100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007181706100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003366154100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000007641183100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008663007100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007334196100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003873332100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000001550388100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008718089100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008728457100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004206046100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006579678100,False,True,False,False,True,False,False,True,1,81600,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000002988894100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008749406100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005584222100,False,False,False,False,True,True,False,True,0,0,0.0,0,2,1,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 3 узлов
100000003239859100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003980083100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004351795100,False,True,False,False,True,False,False,True,1,39800,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000002666248100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005877725100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001697501100,False,True,False,False,True,False,False,True,1,90000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000006972210100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008749618100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008671026100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001696818100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008679986100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003616818100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004156082100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008667058100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008628231100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008749063100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004494983100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007648946100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000003037660100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002679516100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005588444100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001307612100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003001564100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002762076100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005514161100,False,False,False,False,False,False,True,False,0,0,0.0,0,0,2,дробление: 2 раз получал несколько переводов от одного плательщика за день
100000008746673100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003265158100,False,False,False,False,False,False,False,True,0,0,0.0,0,1,0,
100000001567366100,False,False,False,True,False,False,False,False,0,0,0.0,0,0,0,конечный получатель: осело 824 тыс. ₸ денег курьеров (1%)
100000008777088100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002589019100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008666075100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008137435100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004403675100,False,True,False,False,True,False,True,True,1,21000,0.0,0,0,2,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000004677680100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005958064100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002881669100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002938501100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006734554100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008003034100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000003970394100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003205210100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004559194100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000008173359100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007953156100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002224132100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008547844100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000002635780100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001279875100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001961048100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000993112100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005547096100,False,False,False,False,True,False,False,False,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000000331309100,False,False,True,False,True,False,False,True,0,0,0.06,2,0,1,"платит в те же точки сбора, что известные курьеры (6% исходящих, 2 раз в тот же день) — кандидат в курьеры; стоит в замкнутом маршруте ≤ 6 шагов"
100000006684930100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004479404100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,2,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000004134060100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001083990100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000004573782100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005660203100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000008771627100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000031787100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000001346560100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000001703168100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000004904960100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004467157100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008346837100,False,True,False,False,True,False,True,True,1,10000,0.0,0,0,2,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000006385877100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,2,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000002459093100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005053653100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001557930100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002820010100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000769919100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003188607100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002836052100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001102676100,False,True,False,False,False,False,False,True,1,50000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток
100000003390036100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008335401100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000006994985100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008356606100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007930878100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008389800100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005474472100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004486525100,False,False,False,False,False,False,True,True,0,0,0.0,0,0,4,дробление: 4 раз получал несколько переводов от одного плательщика за день
100000003031890100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008624978100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000790311100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008546855100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000002863356100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000332284100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002605308100,False,False,False,False,False,False,True,False,0,0,0.0,0,0,2,дробление: 2 раз получал несколько переводов от одного плательщика за день
100000005931985100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001166289100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008477350100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000003824464100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002738256100,False,False,False,False,True,True,False,True,0,0,0.0,0,4,0,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 5 узлов
100000001857829100,False,False,True,False,True,False,False,True,0,0,0.13,1,0,1,"платит в те же точки сбора, что известные курьеры (13% исходящих, 1 раз в тот же день) — кандидат в курьеры; стоит в замкнутом маршруте ≤ 6 шагов"
100000008672762100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001737722100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005572303100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008733049100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000850297100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005140601100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004410489100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006852430100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003166755100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008258083100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,4,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 4 раз получал несколько переводов от одного плательщика за день
100000003054328100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008473207100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008104567100,False,True,False,False,True,False,False,True,1,12000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000002721825100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003509750100,False,False,False,False,True,True,False,True,0,0,0.0,0,2,0,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 3 узлов
100000007322059100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004441291100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006122699100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008254069100,True,False,True,False,True,False,False,True,2,77500,0.54,1,0,1,"переводит 2 известным курьерам 78 тыс. ₸ — признаки выплат курьерам; платит в те же точки сбора, что известные курьеры (54% исходящих, 1 раз в тот же день) — кандидат в курьеры; стоит в замкнутом марш"
100000003336565100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002492277100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001339466100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005022964100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003112436100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000489417100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002217161100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,2,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000002469065100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007337374100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003249054100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,1,
100000003024542100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002718366100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000005059998100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004071070100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000001584286100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000008701256100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001490461100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008531186100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004765639100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000002983879100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008734364100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003192220100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008060273100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008205937100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005507142100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005539910100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002459163100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004666651100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003927792100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000607941100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000004158362100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005664922100,False,False,False,False,True,False,False,False,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000007594394100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000000979567100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002831727100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000003062895100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008376089100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003219438100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000967918100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003254723100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003823811100,True,False,False,False,False,False,False,False,3,66130,0.0,0,0,0,переводит 3 известным курьерам 66 тыс. ₸ — признаки выплат курьерам
100000008587459100,False,True,False,False,True,False,False,False,1,95500,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000008603331100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008758168100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000003724440100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000291906100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000005077484100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004192107100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002193259100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005481280100,True,False,False,False,False,False,False,True,2,34000,0.0,0,0,0,переводит 2 известным курьерам 34 тыс. ₸ — признаки выплат курьерам
100000004527381100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000001578517100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003741418100,False,False,False,False,True,False,False,False,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000008737514100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002870463100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008545727100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000000425407100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001418900100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001677929100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000002539625100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001965374100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000001287955100,False,False,False,False,False,False,False,True,0,0,0.29,0,0,0,
100000005402643100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008752616100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000000733373100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008531133100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000005933757100,False,False,False,False,True,False,False,True,0,0,0.02,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000006490557100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008497298100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005168487100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005799271100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000912487100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007982908100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005413948100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000000724540100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005730108100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002566204100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000625169100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001114385100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002964966100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008771814100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001241318100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001250022100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006534886100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000008655035100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005932987100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008636603100,True,False,False,False,True,False,False,True,3,75075,0.29,0,0,0,переводит 3 известным курьерам 75 тыс. ₸ — признаки выплат курьерам; стоит в замкнутом маршруте ≤ 6 шагов
100000008710843100,False,False,False,False,True,False,False,True,0,0,0.07,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000000917179100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000004209339100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000008765627100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002443664100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008144528100,False,False,False,False,False,False,True,False,0,0,0.0,0,0,2,дробление: 2 раз получал несколько переводов от одного плательщика за день
100000003988112100,False,False,True,False,True,False,False,True,0,0,1.0,0,0,1,"платит в те же точки сбора, что известные курьеры (100% исходящих) — кандидат в курьеры; стоит в замкнутом маршруте ≤ 6 шагов"
100000008008463100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006679055100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007382543100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000007749092100,False,False,False,False,True,False,False,False,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004221668100,False,False,False,False,True,True,False,True,0,0,0.0,0,2,0,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 3 узлов
100000008174521100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002692750100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000002173070100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005911352100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000003068941100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000001420847100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005602999100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000000723383100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006977207100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001273783100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
