gid,role,rule_id,role_score,cluster_id,priority_score,evidence,depth,is_seed,truncated,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seed_reach,seed_direct,seed_money,seed_money_share,rep_in,betweenness,pagerank,fast_share,seq_ok,reciprocal,sync_payers_day,p_money,p_turnover,p_betweenness,p_role,p_reach,p_multiplier,priority_raw
100000003054328100,transit,R4,0.65,13,0.3763,пропускает дальше 138% полученного (140 тыс ₸ → 194 тыс ₸); 72% ушло за ≤2 дн. — признаки транзита,2,False,False,1.0,2.0,140000.0,193720.0,1.0,2.0,1.3837142857142857,1,0,2039.0059184132826,3.687559843394441e-05,0,8.061662040616265e-07,0.000337403488839913,0.7226925459425976,True,0,1,0.0102,0.119,0.0752,0.12,0.0148,1.0,0.3392
100000008473207100,terminal,R6,0.561,3,0.4719,"конечный получатель в выборке: получил 202 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,202000.0,0.0,4.0,0.0,0.0,11,0,116256.54414862806,0.0021025096585688316,1,0.0,0.0005585946177220589,,True,0,1,0.0774,0.1073,0.0367,0.09,0.0992,1.0,0.4106
100000008104567100,peripheral,R8c,0.5,8,0.3069,"вход 3 / выход 3, оборот 94 тыс ₸ — признаков роли нет",2,False,False,3.0,3.0,53550.0,40000.0,3.0,4.0,0.7469654528478058,7,0,7722.987692831876,0.00013967090055961256,0,0.0020607287688740312,0.0005404037708096601,0.3,True,0,1,0.0199,0.0841,0.0991,0.03,0.0543,1.0,0.2874
100000002721825100,peripheral,R8a,0.5,1,0.1356,"разовый входящий 11 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,11000.0,0.0,1.0,0.0,0.0,7,0,11000.0,0.00019893595163717994,0,0.0,0.0005337416422068964,,True,0,1,0.0238,0.0147,0.0367,0.03,0.0543,1.0,0.1595
100000003509750100,transit,R4,0.85,10,0.383,пропускает дальше 95% полученного (82 тыс ₸ → 78 тыс ₸); 74% ушло за ≤2 дн. — признаки транзита,2,False,False,3.0,3.0,82290.0,78400.0,4.0,5.0,0.9527281565196257,1,0,19750.125118695974,0.0003571827214037414,1,2.0154155101540663e-06,0.0016926685491983375,0.7448979591836735,True,2,1,0.0319,0.1002,0.0773,0.12,0.0148,1.0,0.3442
100000007322059100,peripheral,R8c,0.5,34,0.3028,"вход 2 / выход 1, оборот 52 тыс ₸ — признаков роли нет",2,False,False,2.0,1.0,29000.0,22500.0,2.0,2.0,0.7758620689655172,8,0,4318.204283219076,7.809509804053941e-05,0,4.071139330511214e-05,0.0006829348691683643,0.6888888888888889,True,1,1,0.0149,0.0663,0.0892,0.03,0.0839,1.0,0.2843
100000004441291100,peripheral,R8a,0.5,3,0.2159,"разовый входящий 20 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,20000.0,0.0,1.0,0.0,0.0,10,0,13010.211700319289,0.00023529080414583554,0,0.0,0.0005512351398546671,,True,0,1,0.0259,0.0307,0.0367,0.03,0.0961,1.0,0.2194
100000006122699100,terminal,R6,0.5,4,0.2681,"конечный получатель в выборке: получил 46 тыс ₸ от 2 плательщиков, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,2.0,0.0,45865.0,0.0,2.0,0.0,0.0,7,0,5973.034173885399,0.00010802283977666261,0,0.0,0.00040648693382533895,,True,0,2,0.0175,0.0599,0.0367,0.09,0.0543,1.0,0.2584
100000008254069100,peripheral,R8b,0.4,20,0.3505,отдаёт 1054% от полученного в выборке (10 тыс ₸ → 108 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,1.0,5.0,10200.0,107500.0,2.0,6.0,10.53921568627451,8,0,9075.168412775995,0.00016412520586029712,1,9.511417597587089e-05,0.0003440074767659772,0.09302325581395349,True,1,1,0.0216,0.0917,0.0927,0.03,0.0839,1.0,0.3199
100000003336565100,peripheral,R8a,0.5,2,0.0693,"разовый входящий 17 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,16550.0,0.0,1.0,0.0,0.0,1,0,284.41192151883484,5.143614205846214e-06,0,0.0,0.0002924927545456372,,True,0,1,0.0038,0.0247,0.0367,0.03,0.0148,1.0,0.11
100000002492277100,terminal,R6,0.528,3,0.3049,"конечный получатель в выборке: получил 138 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,138500.0,0.0,1.0,0.0,0.0,7,0,1957.9987325978532,3.541057647034056e-05,0,0.0,0.0003087753625880756,,True,0,1,0.01,0.0949,0.0367,0.09,0.0543,1.0,0.2859
100000001339466100,peripheral,R8a,0.5,3,0.2153,"разовый входящий 30 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,30000.0,0.0,1.0,0.0,0.0,9,0,4469.323098749305,8.082809489306573e-05,0,0.0,0.0003052558285683319,,True,0,1,0.0152,0.0462,0.0367,0.03,0.0909,1.0,0.219
100000005022964100,peripheral,R8a,0.5,3,0.2137,"разовый входящий 20 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,20000.0,0.0,1.0,0.0,0.0,10,0,11475.409836065573,0.00020753377965130546,0,0.0,0.00032882149919400105,,True,0,1,0.0243,0.0307,0.0367,0.03,0.0961,1.0,0.2178
100000003112436100,terminal,R6,0.5,4,0.3255,"конечный получатель в выборке: получил 100 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,100000.0,0.0,1.0,0.0,0.0,7,0,21505.044049875338,0.00038892058209649314,0,0.0,0.000303482769797766,,True,0,1,0.0333,0.087,0.0367,0.09,0.0543,1.0,0.3013
100000000489417100,consolidator,R3,0.55,14,0.6213,"получает 74 тыс ₸ от 3 плательщиков, отдаёт дальше 109% полученного — признаки консолидации",2,False,False,3.0,1.0,73504.0,80000.0,3.0,1.0,1.0883761427949499,7,0,23494.199638006285,0.00042489463299460626,0,1.4286112009987653e-05,0.0005541705311196952,0.25,True,0,2,0.0348,0.099,0.079,0.255,0.0543,1.0,0.5221
100000002217161100,peripheral,R8b,0.4,35,0.3697,отдаёт 246% от полученного в выборке (405 тыс ₸ → 995 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,2.0,7.0,404750.0,995132.0,15.0,19.0,2.4586337245213095,7,0,3190.615120509303,5.770255048240852e-05,1,0.0001578070344450634,0.0008950795792368226,0.233134900696591,True,1,1,0.0128,0.1422,0.095,0.03,0.0543,1.0,0.3343
100000002469065100,terminal,R6,0.56,4,0.3703,"конечный получатель в выборке: получил 200 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,200000.0,0.0,1.0,0.0,0.0,7,0,43010.088099750676,0.0007778411641929863,0,0.0,0.00032011668892039367,,True,0,1,0.0471,0.1066,0.0367,0.09,0.0543,1.0,0.3347
100000007337374100,peripheral,R8a,0.5,2,0.0779,"разовый входящий 20 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,20000.0,0.0,2.0,0.0,0.0,1,0,343.70020727351647,6.215847982895727e-06,1,0.0,0.0002936692783132034,,True,0,1,0.0042,0.0307,0.0367,0.03,0.0148,1.0,0.1164
100000003249054100,consolidator,R3,0.657,3,0.5911,"получает 100 тыс ₸ от 7 плательщиков, отдаёт дальше 15% полученного — признаки консолидации",2,False,False,7.0,1.0,99700.0,15000.0,11.0,1.0,0.15045135406218657,7,0,1988.4109249811963,3.596058360062723e-05,3,4.030831020308133e-05,0.00043335777474713975,0.0,True,0,2,0.0101,0.0912,0.089,0.255,0.0543,1.0,0.4996
100000003024542100,peripheral,R8a,0.5,3,0.1793,"разовый входящий 8 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,8500.0,0.0,1.0,0.0,0.0,10,0,8500.0,0.00015372323535600268,0,0.0,0.0003193616373288561,,True,0,1,0.0209,0.0084,0.0367,0.03,0.0961,1.0,0.1921
100000002718366100,consolidator,R3,0.63,7,0.6993,"получает 2,5 млн ₸ от 6 плательщиков, отдаёт дальше 0% полученного — признаки консолидации",2,False,False,6.0,0.0,2525000.0,0.0,10.0,0.0,0.0,9,0,50632.40023508667,0.0009156913385855946,3,0.0,0.0006841578453752235,,True,0,3,0.0511,0.1467,0.0367,0.255,0.0909,1.0,0.5804
100000005059998100,peripheral,R8a,0.5,1,0.1272,"разовый входящий 18 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,18000.0,0.0,1.0,0.0,0.0,7,0,423.03172737955344,7.650565387179231e-06,0,0.0,0.00029724095996010055,,True,0,1,0.0047,0.0275,0.0367,0.03,0.0543,1.0,0.1532
100000004071070100,transit,R4,0.65,1,0.3179,пропускает дальше 15% полученного (41 тыс ₸ → 6 тыс ₸); 100% ушло за ≤2 дн. — признаки транзита,2,False,False,2.0,1.0,41000.0,6000.0,5.0,1.0,0.14634146341463414,7,0,10769.97931388754,0.00019477600762917818,1,0.0,0.0011947359230789773,1.0,True,1,1,0.0236,0.061,0.0367,0.12,0.0543,1.0,0.2956
100000001584286100,terminal,R6,0.674,13,0.3906,"конечный получатель в выборке: получил 739 тыс ₸ от 2 плательщиков, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,2.0,0.0,738699.0,0.0,3.0,0.0,0.0,8,0,369.85961375352537,6.68894311220158e-06,1,0.0,0.0003299418914084697,,True,0,1,0.0044,0.1349,0.0367,0.09,0.0839,1.0,0.3499
100000008701256100,peripheral,R8a,0.5,25,0.1905,"разовый входящий 58 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,58250.0,0.0,1.0,0.0,0.0,7,0,1665.4224868547135,3.0119309754581933e-05,0,0.0,0.0003050991958415399,,True,0,1,0.0093,0.0702,0.0367,0.03,0.0543,1.0,0.2005
100000001490461100,peripheral,R8c,0.5,8,0.261,"вход 1 / выход 1, оборот 25 тыс ₸ — признаков роли нет",2,False,False,1.0,1.0,20000.0,5000.0,1.0,1.0,0.25,9,0,1002.7523469729998,1.8134862945589944e-05,0,2.2371112162710136e-05,0.0003224215951594255,0.0,True,0,1,0.0072,0.0391,0.0859,0.03,0.0909,1.0,0.2531
100000008531186100,terminal,R6,0.519,3,0.3796,"конечный получатель в выборке: получил 125 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,125000.0,0.0,1.0,0.0,0.0,9,0,18622.179578122104,0.00033678372872110717,0,0.0,0.0003635445918967781,,True,0,1,0.031,0.0931,0.0367,0.09,0.0909,1.0,0.3417
100000004765639100,peripheral,R8b,0.4,1,0.1363,отдаёт 220% от полученного в выборке (5 тыс ₸ → 11 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,1.0,2.0,5000.0,11000.0,1.0,2.0,2.2,7,0,4563.135408867359,8.252469863748548e-05,0,0.0,0.00036341982857224947,0.45454545454545453,True,1,1,0.0153,0.0237,0.0367,0.03,0.0543,1.0,0.16
100000002983879100,terminal,R6,0.56,3,0.3967,"конечный получатель в выборке: получил 200 тыс ₸ от 2 плательщиков, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,2.0,0.0,200050.0,0.0,2.0,0.0,0.0,9,0,17101.06688637681,0.00030927427409567607,0,0.0,0.0003596532513469963,,True,0,1,0.0297,0.1071,0.0367,0.09,0.0909,1.0,0.3544
100000008734364100,peripheral,R8a,0.5,2,0.0934,"разовый входящий 26 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,26200.0,0.0,1.0,0.0,0.0,1,0,450.24727152830656,8.142760857593402e-06,0,0.0,0.0002957836108810036,,True,0,1,0.0048,0.0417,0.0367,0.03,0.0148,1.0,0.128
100000003192220100,peripheral,R8a,0.5,57,0.2306,"разовый входящий 60 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,60000.0,0.0,2.0,0.0,0.0,7,0,28392.478950566212,0.0005134804381244991,1,0.0,0.0005055687274859196,,True,0,1,0.0382,0.0712,0.0367,0.03,0.0543,1.0,0.2304
100000008060273100,peripheral,R8a,0.5,3,0.183,"разовый входящий 10 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,10000.0,0.0,2.0,0.0,0.0,11,0,5755.274462803369,0.00010408463656281344,1,0.0,0.0003003016114200354,,True,0,1,0.0172,0.0118,0.0367,0.03,0.0992,1.0,0.1949
100000008205937100,peripheral,R8a,0.5,14,0.2398,"разовый входящий 35 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,35000.0,0.0,3.0,0.0,0.0,10,0,10266.19702424059,0.00018566506133746243,1,0.0,0.0003331058626868636,,True,0,1,0.023,0.0515,0.0367,0.03,0.0961,1.0,0.2373
100000005507142100,peripheral,R8b,0.4,36,0.2669,отдаёт 196% от полученного в выборке (51 тыс ₸ → 100 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,3.0,3.0,51000.0,100000.0,3.0,4.0,1.9607843137254901,1,0,25260.11560693642,0.00045683137606646165,0,4.635455673354352e-06,0.0005613773840909432,0.0,True,2,1,0.0361,0.0982,0.0784,0.03,0.0148,1.0,0.2575
100000005539910100,peripheral,R8c,0.5,3,0.4094,"вход 1 / выход 2, оборот 124 тыс ₸ — признаков роли нет",2,False,False,1.0,2.0,102000.0,22000.0,1.0,2.0,0.21568627450980393,10,0,58524.59016393442,0.0010584222762216578,0,4.87730553457284e-05,0.0005009093581213382,0.0,True,0,1,0.0549,0.0929,0.09,0.03,0.0961,1.0,0.3639
100000002459163100,peripheral,R8a,0.5,55,0.1177,"разовый входящий 20 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,20180.0,0.0,1.0,0.0,0.0,1,0,20180.0,0.0003649570458216629,0,0.0,0.0003630686982046429,,True,0,1,0.0322,0.0324,0.0367,0.03,0.0148,1.0,0.1461
100000004666651100,terminal,R6,0.627,62,0.4443,"конечный получатель в выборке: получил 429 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,429250.0,0.0,1.0,0.0,0.0,10,0,34183.03151926354,0.0006182030822844009,0,0.0,0.0004595487674556441,,True,0,1,0.042,0.1252,0.0367,0.09,0.0961,1.0,0.39
100000003927792100,peripheral,R8a,0.5,16,0.1133,"разовый входящий 13 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,13067.0,0.0,1.0,0.0,0.0,7,0,362.2213195177819,6.550803900140452e-06,0,0.0,0.00029102282362897285,,True,0,1,0.0043,0.0175,0.0367,0.03,0.0543,1.0,0.1428
100000000607941100,peripheral,R8b,0.4,4,0.3049,отдаёт 140% от полученного в выборке (50 тыс ₸ → 70 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,2.0,1.0,50000.0,70000.0,3.0,4.0,1.4,7,0,6696.569573639753,0.00012110804007605533,1,5.864859134548333e-05,0.0005809708535676367,0.2857142857142857,True,1,1,0.0186,0.0924,0.0906,0.03,0.0543,1.0,0.2859
100000004158362100,peripheral,R8a,0.5,1,0.1166,"разовый входящий 12 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,12000.0,0.0,1.0,0.0,0.0,7,0,1419.7505297780733,2.5676311157162854e-05,0,0.0,0.00029268634096807334,,True,0,1,0.0086,0.0157,0.0367,0.03,0.0543,1.0,0.1453
100000005664922100,peripheral,R8b,0.4,24,0.3026,отдаёт 2441% от полученного в выборке (22 тыс ₸ → 537 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,2.0,3.0,22000.0,537000.0,2.0,4.0,24.40909090909091,1,0,17159.774436090225,0.00031033600521117836,0,4.030831020308133e-06,0.000809451649809636,0.0,False,1,1,0.0297,0.1317,0.078,0.03,0.0148,1.0,0.2842
100000007594394100,consolidator,R3,0.63,19,0.7263,"получает 395 тыс ₸ от 6 плательщиков, отдаёт дальше 854% полученного — признаки консолидации",2,False,False,6.0,1.0,395385.0,3376312.0,6.0,40.0,8.539302199122375,9,0,7105.537376367278,0.00012850425816919776,0,3.681967445430835e-05,0.00040735504047843195,0.11710558739832101,True,1,2,0.0191,0.1481,0.0874,0.255,0.0909,1.0,0.6005
100000000979567100,peripheral,R8a,0.5,2,0.0774,"разовый входящий 10 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,1,0,10000.0,0.00018085086512470904,0,0.0,0.0005330555533176562,,True,0,1,0.0227,0.0118,0.0367,0.03,0.0148,1.0,0.116
100000002831727100,peripheral,R8b,0.4,19,0.2566,отдаёт 1283% от полученного в выборке (6 тыс ₸ → 77 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,1.0,1.0,6000.0,77000.0,1.0,3.0,12.833333333333334,7,0,492.3356643356644,8.903933082685327e-06,0,1.9549530448494444e-05,0.0002920478260255396,0.07792207792207792,True,0,1,0.005,0.0795,0.081,0.03,0.0543,1.0,0.2498
100000003062895100,terminal,R6,0.603,7,0.4046,"конечный получатель в выборке: получил 328 тыс ₸ от 2 плательщиков, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,2.0,0.0,328444.0,0.0,2.0,0.0,0.0,9,0,11156.256155626757,0.00020176185772979597,0,0.0,0.0004094487863860898,,True,0,1,0.024,0.1187,0.0367,0.09,0.0909,1.0,0.3603
100000008376089100,terminal,R6,0.526,31,0.2955,"конечный получатель в выборке: получил 135 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,135000.0,0.0,1.0,0.0,0.0,7,0,222.75250956754047,4.028498406398972e-06,0,0.0,0.00030378388739894335,,True,0,1,0.0034,0.0945,0.0367,0.09,0.0543,1.0,0.2789
100000003219438100,peripheral,R8a,0.5,33,0.1849,"разовый входящий 32 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,32000.0,0.0,1.0,0.0,0.0,7,0,13225.499946244841,0.00023918431069851727,0,0.0,0.0004490677321067023,,True,0,1,0.0261,0.0492,0.0367,0.03,0.0543,1.0,0.1963
100000000967918100,peripheral,R8a,0.5,1,0.1439,"разовый входящий 21 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,21200.0,0.0,3.0,0.0,0.0,7,0,2364.1675054250786,4.275617386558507e-05,1,0.0,0.0004813696736407533,,True,0,1,0.011,0.0337,0.0367,0.03,0.0543,1.0,0.1657
100000003254723100,terminal,R6,0.586,3,0.4846,"конечный получатель в выборке: получил 270 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,1.0,0.0,269850.0,0.0,6.0,0.0,0.0,10,0,133802.18320094643,0.002419824058746597,1,0.0,0.0005323522975929804,,True,0,1,0.083,0.1143,0.0367,0.09,0.0961,1.0,0.4201
100000003823811100,peripheral,R8b,0.4,20,0.3068,отдаёт 220% от полученного в выборке (30 тыс ₸ → 66 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,1.0,3.0,30000.0,66130.0,1.0,3.0,2.2043333333333335,7,0,10602.920222937093,0.0001917547295166446,0,0.00012665676244063437,0.0003585326715909026,0.0,False,0,1,0.0234,0.0854,0.0942,0.03,0.0543,1.0,0.2873
100000008587459100,peripheral,R8b,0.4,1,0.3333,отдаёт 378% от полученного в выборке (182 тыс ₸ → 686 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,2.0,2.0,181507.0,686500.0,2.0,4.0,3.782223275135394,7,0,804.8811403559557,1.4556345055593696e-05,0,1.802823995168464e-05,0.0003021002483098455,0.0,False,0,1,0.0064,0.1373,0.0791,0.03,0.0543,1.0,0.3071
100000008603331100,peripheral,R8b,0.4,28,0.3602,отдаёт 1878% от полученного в выборке (40 тыс ₸ → 742 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,2.0,6.0,39500.0,741774.0,3.0,6.0,18.779088607594936,7,0,2531.137646153328,4.577584330565491e-05,1,0.0001991230524032218,0.0003457640344523482,0.05325072056987708,True,1,1,0.0114,0.1359,0.0956,0.03,0.0543,1.0,0.3272
100000008758168100,peripheral,R8b,0.4,18,0.4251,"отдаёт 2034% от полученного в выборке (75 тыс ₸ → 1,5 млн ₸): входящие извне не видны — признаков роли по данным недостаточно",2,False,False,2.0,5.0,75410.0,1533600.0,2.0,5.0,20.33682535472749,9,0,8329.969130750591,0.0001506482123758365,0,5.697975788827636e-05,0.00031978594648258453,0.042651278038601984,True,0,1,0.0207,0.1437,0.0903,0.03,0.0909,1.0,0.3756
100000003724440100,terminal,R6,0.5,1,0.2613,"конечный получатель в выборке: получил 50 тыс ₸ от 2 плательщиков, исходящих от 5 000 ₸ в банке не наблюдается",2,False,False,2.0,0.0,50000.0,0.0,2.0,0.0,0.0,7,0,1244.3192697884847,2.2503621643259368e-05,0,0.0,0.0003094615487046268,,True,0,1,0.008,0.0643,0.0367,0.09,0.0543,1.0,0.2533
100000000291906100,transit,R4,0.65,54,0.493,пропускает дальше 117% полученного (388 тыс ₸ → 456 тыс ₸); 37% ушло за ≤2 дн. — признаки транзита,2,False,False,2.0,2.0,388000.0,455854.0,3.0,6.0,1.1748814432989692,7,0,9823.838309705958,0.00017766496571555818,1,7.940737110007021e-05,0.0007661900611786528,0.3693156142098128,True,1,1,0.0225,0.1371,0.0924,0.12,0.0543,1.0,0.4263
100000005077484100,peripheral,R8c,0.5,30,0.285,"вход 1 / выход 2, оборот 164 тыс ₸ — признаков роли нет",2,False,False,1.0,2.0,150000.0,13550.0,1.0,2.0,0.09033333333333333,1,0,50998.7250318742,0.0009223163542271604,0,4.0308310203081327e-07,0.0005419664720516559,0.5202952029520295,True,1,1,0.0513,0.1007,0.0742,0.03,0.0148,1.0,0.271
100000004192107100,peripheral,R8a,0.5,3,0.1938,"разовый входящий 25 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,25000.0,0.0,1.0,0.0,0.0,8,0,3394.6772014804983,6.139303087068744e-05,0,0.0,0.0003006377925507521,,True,0,1,0.0132,0.0391,0.0367,0.03,0.0839,1.0,0.2029
100000002193259100,peripheral,R8b,0.4,12,0.3276,отдаёт 121% от полученного в выборке (48 тыс ₸ → 58 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,2.0,3.0,48000.0,58000.0,2.0,3.0,1.2083333333333333,8,0,1365.3383805612425,2.4692262731246993e-05,0,6.550100408000716e-05,0.0008946523204913115,0.6896551724137931,True,2,1,0.0084,0.089,0.0915,0.03,0.0839,1.0,0.3028
100000005481280100,peripheral,R8b,0.4,16,0.2705,отдаёт 153% от полученного в выборке (33 тыс ₸ → 50 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,1.0,3.0,32700.0,50000.0,1.0,3.0,1.529051987767584,7,0,906.4542089409558,1.6393302788290565e-05,0,4.440813044662165e-05,0.00029729416448782584,0.34,True,0,1,0.0068,0.0793,0.0898,0.03,0.0543,1.0,0.2602
100000004527381100,peripheral,R8b,0.4,16,0.375,отдаёт 229% от полученного в выборке (119 тыс ₸ → 274 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,1.0,1.0,119333.17,273866.11,1.0,1.0,2.2949705433954364,7,0,22455.20362711548,0.0004061043002515339,0,0.0003269003957469895,0.00037716242361583973,0.4357354402120072,True,0,1,0.034,0.1231,0.0968,0.03,0.0543,1.0,0.3382
100000001578517100,peripheral,R8a,0.5,4,0.1703,"разовый входящий 30 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,30000.0,0.0,1.0,0.0,0.0,7,0,6451.5132149626015,0.00011667617462894795,0,0.0,0.00029183902641192664,,True,0,1,0.0182,0.0462,0.0367,0.03,0.0543,1.0,0.1854
100000003741418100,consolidator,R3,0.71,5,0.6073,"получает 152 тыс ₸ от 9 плательщиков, отдаёт дальше 26% полученного — признаки консолидации",2,False,False,9.0,3.0,151900.0,39920.0,13.0,3.0,0.2628044766293614,7,0,995.8615424002123,1.8010242148750553e-05,3,5.3658664716452956e-05,0.0006352433648149033,0.0,False,1,2,0.0072,0.105,0.0902,0.255,0.0543,1.0,0.5117
100000008737514100,peripheral,R8a,0.5,16,0.2067,"разовый входящий 85 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,85000.0,0.0,1.0,0.0,0.0,7,0,2356.2265370024847,4.261256076466966e-05,0,0.0,0.0003140002780169866,,True,0,1,0.011,0.0806,0.0367,0.03,0.0543,1.0,0.2126
100000002870463100,consolidator,R3,0.55,10,0.6412,"получает 207 тыс ₸ от 3 плательщиков, отдаёт дальше 5% полученного — признаки консолидации",2,False,False,3.0,1.0,207000.0,10000.0,4.0,1.0,0.04830917874396135,7,0,25342.966637664627,0.00045832974412482865,1,1.975107199950985e-05,0.001955294276139281,1.0,True,1,1,0.0361,0.1086,0.083,0.255,0.0543,1.0,0.537
100000008545727100,peripheral,R8b,0.4,8,0.4167,"отдаёт 6222% от полученного в выборке (30 тыс ₸ → 1,9 млн ₸): входящие извне не видны — признаков роли по данным недостаточно",2,False,False,1.0,6.0,30000.0,1866500.0,1.0,7.0,62.21666666666667,9,0,1504.1285204595,2.720229441838492e-05,0,0.0001365012133377204,0.0003402079674015691,0.016072863648540048,True,1,1,0.0088,0.1453,0.0944,0.03,0.0909,1.0,0.3694
100000000425407100,peripheral,R8a,0.5,3,0.148,"разовый входящий 20 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,20000.0,0.0,1.0,0.0,0.0,7,0,5608.73898045228,0.00010143452968734735,0,0.0,0.00030645698099074175,,True,0,1,0.017,0.0307,0.0367,0.03,0.0543,1.0,0.1687
100000001418900100,peripheral,R8a,0.5,2,0.1143,"разовый входящий 40 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",2,False,False,1.0,0.0,40140.0,0.0,2.0,0.0,0.0,1,0,689.8063159979475,1.2475206901671724e-05,1,0.0,0.00030053744894473493,,True,0,1,0.006,0.0561,0.0367,0.03,0.0148,1.0,0.1436
100000001677929100,peripheral,R8b,0.4,9,0.327,отдаёт 226% от полученного в выборке (127 тыс ₸ → 286 тыс ₸): входящие извне не видны — признаков роли по данным недостаточно,2,False,False,3.0,2.0,126777.0,286098.0,3.0,4.0,2.2567027142147236,1,0,63010.70374557681,0.0011395540284504311,0,1.2092493060924398e-06,0.003343108628672498,0.2683590937371111,True,2,1,0.057,0.1246,0.076,0.03,0.0148,1.0,0.3024
